time_s,fraction_recrystallized,grain_size_um
0.0,0.0,4.011076123242871
30.252100840336134,0.012503166321789272,4.091157825591144
60.50420168067227,0.049082484278283545,4.3155958296755115
90.7563025210084,0.10706179294283391,4.668000611807495
121.00840336134453,0.18234256835949203,5.1236817154265415
151.26050420168067,0.2698824390039575,5.652441380646576
181.5126050420168,0.3642510905756401,6.22180694806317
211.76470588235293,0.46017887380029965,6.800259401288294
242.01680672268907,0.5530226117792636,7.360008337772458
272.2689075630252,0.6390952037462279,7.878973167270024
302.52100840336135,0.7158346129013182,8.341807467794762
332.7731092436975,0.781816891667497,8.73998626929554
363.0252100840336,0.8366412147115652,9.071121701574935
393.2773109243697,0.8807288821179318,9.337759084665601
423.52941176470586,0.9150820487688072,9.54592917322525
453.781512605042,0.9410430308792137,9.703702858581638
484.03361344537814,0.9600844411562167,9.819930728403454
514.2857142857142,0.9736475679249803,9.90327248404123
544.5378151260504,0.9830343456495247,9.961548472293023
574.7899159663865,0.9893489616037703,10.001389539869582
605.0420168067227,0.9934794427931705,10.02812709766918
635.2941176470588,0.9961073183111239,10.04585176768173
665.546218487395,0.9977338716789252,10.057571541957454
695.7983193277311,0.998713554096785,10.065412785979241
726.0504201680671,0.9992878524547572,10.07082381719601
756.3025210084033,0.9996155677101066,10.07475680263286
786.5546218487394,0.9997976323171347,10.077816779561932
816.8067226890756,0.9998961195354787,10.080375753009628
847.0588235294117,0.9999480006361561,10.082655238104811
877.3109243697479,0.9999746175463597,10.084783075576587
907.563025210084,0.9999879179509009,10.08683081677605
937.8151260504202,0.9999943918578333,10.088837319647913
968.0672268907563,0.9999974615485813,10.090823070008364
998.3193277310924,0.9999988795560871,10.09279855628058
1028.5714285714284,0.9999995177382582,10.094768995239683
1058.8235294117646,0.9999997975830285,10.096736908423349
1089.0756302521008,0.9999999171519179,10.09870348058713
1119.327731092437,0.9999999669334094,10.10066925301475
1149.579831932773,0.9999999871303185,10.102634466263472
1179.8319327731092,0.9999999951155282,10.104599224389906
1210.0840336134454,0.999999998192248,10.106563571257157
1240.3361344537814,0.9999999993475737,10.108527524933457
1270.5882352941176,0.9999999997703874,10.110491092742409
1300.8403361344538,0.9999999999211991,10.11245427765627
1331.09243697479,0.9999999999736283,10.11441708093364
1361.344537815126,0.9999999999913937,10.116379503176672
1391.5966386554621,0.9999999999972612,10.118341544742808
1421.8487394957983,0.99999999999915,10.120303205900674
1452.1008403361343,0.9999999999997428,10.122264486887419
1482.3529411764705,0.9999999999999241,10.124225387929258
1512.6050420168067,0.9999999999999781,10.126185909248608
1542.857142857143,0.9999999999999939,10.12814605106651
1573.1092436974789,0.9999999999999983,10.130105813603427
1603.361344537815,0.9999999999999996,10.132065197079484
1633.6134453781513,0.9999999999999999,10.134024201714565
1663.8655462184875,1.0,10.13598282772834
1694.1176470588234,1.0,10.13794107534025
1724.3697478991596,1.0,10.13989894476953
1754.6218487394958,1.0,10.141856436235205
1784.8739495798318,1.0,10.143813549956086
1815.126050420168,1.0,10.145770286150771
1845.3781512605042,1.0,10.147726645037652
1875.6302521008404,1.0,10.149682626834908
1905.8823529411764,1.0,10.151638231760506
1936.1344537815125,1.0,10.153593460032207
1966.3865546218487,1.0,10.155548311867559
1996.6386554621847,1.0,10.157502787483901
2026.890756302521,1.0,10.159456887098369
2057.142857142857,1.0,10.161410610927877
2087.3949579831933,1.0,10.163363959189146
2117.6470588235293,1.0,10.16531693209868
2147.8991596638657,1.0,10.167269529872774
2178.1512605042017,1.0,10.16922175272752
2208.4033613445376,1.0,10.171173600878799
2238.655462184874,1.0,10.173125074542288
2268.90756302521,1.0,10.175076173933453
2299.159663865546,1.0,10.177026899267558
2329.4117647058824,1.0,10.17897725075966
2359.6638655462184,1.0,10.180927228624606
2389.9159663865544,1.0,10.18287683307704
2420.168067226891,1.0,10.184826064331405
2450.4201680672268,1.0,10.18677492260193
2480.6722689075627,1.0,10.188723408102645
2510.924369747899,1.0,10.190671521047374
2541.176470588235,1.0,10.192619261649737
2571.4285714285716,1.0,10.194566630123148
2601.6806722689075,1.0,10.19651362668082
2631.9327731092435,1.0,10.198460251535762
2662.18487394958,1.0,10.200406504900778
2692.436974789916,1.0,10.202352386988471
2722.689075630252,1.0,10.204297898011237
2752.9411764705883,1.0,10.206243038181277
2783.1932773109243,1.0,10.208187807710582
2813.4453781512602,1.0,10.210132206810949
2843.6974789915967,1.0,10.212076235693965
2873.9495798319326,1.0,10.214019894571024
2904.2016806722686,1.0,10.21596318365331
2934.453781512605,1.0,10.217906103151815
2964.705882352941,1.0,10.219848653277325
2994.9579831932774,1.0,10.221790834240425
3025.2100840336134,1.0,10.223732646251504
3055.4621848739494,1.0,10.225674089520748
3085.714285714286,1.0,10.227615164258147
3115.9663865546217,1.0,10.229555870673488
3146.2184873949577,1.0,10.231496208976361
3176.470588235294,1.0,10.233436179376158
3206.72268907563,1.0,10.235375782082068
3236.974789915966,1.0,10.237315017303088
3267.2268907563025,1.0,10.239253885248013
3297.4789915966385,1.0,10.241192386125444
3327.731092436975,1.0,10.24313052014378
3357.983193277311,1.0,10.245068287511225
3388.235294117647,1.0,10.24700568843579
3418.4873949579833,1.0,10.248942723125282
3448.7394957983192,1.0,10.250879391787315
3478.991596638655,1.0,10.25281569462931
3509.2436974789916,1.0,10.254751631858488
3539.4957983193276,1.0,10.256687203681876
3569.7478991596636,1.0,10.258622410306305
3600.0,1.0,10.260557251938414
